Numero de iteraciones,Numero de capas,Neuronas por capa,Tasa de aprendizaje,Grado de Confianza,Minimo del error promedio en entrenamiento,Maximo del error promedio en entrenamiento,Falsos positivos entrenamiento,Falsos negativos en el entrenamiento,Minimo del error promedio en pruebas,Maximo del error promedio en pruebas,Falsos negativos en pruebas,Falsos positivos en pruebas
4000,2,[2-1],0.1,0.9,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2948975762095009,10,0
4000,2,[2-1],0.1,0.8,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2948975762095009,10,0
4000,2,[2-1],0.1,0.7,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2948975762095009,10,0
4000,2,[2-1],0.1,0.6,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2948975762095009,10,0
4000,2,[2-1],0.1,0.5,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2948975762095009,10,0
4000,2,[2-1],0.01,0.9,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.2741925105603009,10,0
4000,2,[2-1],0.01,0.8,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.2741925105603009,10,0
4000,2,[2-1],0.01,0.7,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.2741925105603009,10,0
4000,2,[2-1],0.01,0.6,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.2741925105603009,10,0
4000,2,[2-1],0.01,0.5,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.2741925105603009,10,0
4000,2,[2-1],0.001,0.9,0.22533561729913973,0.24980842960007868,0,40,0.2233829938184905,0.24958699878311225,10,0
4000,2,[2-1],0.001,0.8,0.22533561729913973,0.24980842960007868,0,40,0.2233829938184905,0.24958699878311225,10,0
4000,2,[2-1],0.001,0.7,0.22533561729913973,0.24980842960007868,0,40,0.2233829938184905,0.24958699878311225,10,0
4000,2,[2-1],0.001,0.6,0.22533561729913973,0.24980842960007868,0,40,0.2233829938184905,0.24958699878311225,10,0
4000,2,[2-1],0.001,0.5,0.22533561729913973,0.24980842960007868,0,40,0.2233829938184905,0.24958699878311225,10,0
6000,2,[2-1],0.1,0.9,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2987209745155725,10,0
6000,2,[2-1],0.1,0.8,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2987209745155725,10,0
6000,2,[2-1],0.1,0.7,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2987209745155725,10,0
6000,2,[2-1],0.1,0.6,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2987209745155725,10,0
6000,2,[2-1],0.1,0.5,0.2259813085907227,0.2503947709246958,0,40,0.2233210404133227,0.2987209745155725,10,0
6000,2,[2-1],0.01,0.9,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.27829021074657184,10,0
6000,2,[2-1],0.01,0.8,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.27829021074657184,10,0
6000,2,[2-1],0.01,0.7,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.27829021074657184,10,0
6000,2,[2-1],0.01,0.6,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.27829021074657184,10,0
6000,2,[2-1],0.01,0.5,0.22539585895135644,0.25024390621728654,0,40,0.22337647094367483,0.27829021074657184,10,0
6000,2,[2-1],0.001,0.9,0.22533561729913973,0.2500335557592631,0,40,0.2233829938184905,0.24958699878311225,10,0
6000,2,[2-1],0.001,0.8,0.22533561729913973,0.2500335557592631,0,40,0.2233829938184905,0.24958699878311225,10,0
6000,2,[2-1],0.001,0.7,0.22533561729913973,0.2500335557592631,0,40,0.2233829938184905,0.24958699878311225,10,0
6000,2,[2-1],0.001,0.6,0.22533561729913973,0.2500335557592631,0,40,0.2233829938184905,0.24958699878311225,10,0
6000,2,[2-1],0.001,0.5,0.22533561729913973,0.2500335557592631,0,40,0.2233829938184905,0.24958699878311225,10,0
2000,2,[3-1],0.1,0.9,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
2000,2,[3-1],0.1,0.8,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
2000,2,[3-1],0.1,0.7,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
2000,2,[3-1],0.1,0.6,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
2000,2,[3-1],0.1,0.5,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
2000,2,[3-1],0.01,0.9,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
2000,2,[3-1],0.01,0.8,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
2000,2,[3-1],0.01,0.7,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
2000,2,[3-1],0.01,0.6,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
2000,2,[3-1],0.01,0.5,0.22142319192349863,0.25005823613567113,0,39,0.2331568572221879,0.2503206734734623,11,0
2000,2,[3-1],0.001,0.9,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
2000,2,[3-1],0.001,0.8,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
2000,2,[3-1],0.001,0.7,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
2000,2,[3-1],0.001,0.6,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
2000,2,[3-1],0.001,0.5,0.22130368287922852,0.24968173859948065,0,39,0.2331533242903045,0.2494827354443584,11,0
4000,2,[3-1],0.1,0.9,0.22259295170580995,0.25025799981544844,0,39,0.2334722980491107,0.2503363029888848,11,0
